0,"Slaff","斯拉夫","text2.ini",6,12,5094400,
1,"Jacob"," ","text.ini",6,12,5094416,
2,"Drake"," ","text.ini",6,12,5094424,
3,"Arcia"," ","text.ini",6,12,5094476,
4,"Marco"," ","text.ini",6,12,5094500,
5,"Danny"," ","text.ini",6,12,5094528,
6,"Karin"," ","text.ini",6,12,5094580,
7,"Lucca"," ","text.ini",6,12,5094692,
8,"Orman"," ","text.ini",6,12,5094712,
9,"Donis"," ","text.ini",6,12,5094720,
10,"Cezar"," ","text.ini",6,12,5094744,
11,"Chest"," ","text.ini",6,12,5094764,
12,"Lydia"," ","text.ini",6,12,5094964,
13,"Linda"," ","text.ini",6,12,5095060,
14,"Clive"," ","text.ini",6,12,5095096,
15,"Palma"," ","text.ini",6,12,5095120,
16,"Goban"," ","text.ini",6,12,5095236,
17,"Uhnos"," ","text.ini",6,12,5112044,
18,"Gryel"," ","text.ini",6,12,5112100,
19,"Menon"," ","text.ini",6,12,5112128,
20,"Karon"," ","text.ini",6,12,5112136,
21,"Cheryl"," ","text.ini",7,12,5094536,
22,"Sylvia"," ","text.ini",7,12,5094564,
23,"Gerald"," ","text.ini",7,12,5094572,
24,"Julius"," ","text.ini",7,12,5094628,
25,"Aurora"," ","text.ini",7,12,5094648,
26,"Johann"," ","text.ini",7,12,5094664,
27,"Charme"," ","text.ini",7,12,5094884,
28,"Pamela"," ","text.ini",7,12,5094924,
29,"Freddy"," ","text.ini",7,12,5094972,
30,"Martha"," ","text.ini",7,12,5094980,
31,"Elbert"," ","text.ini",7,12,5095184,
32,"Oakrot"," ","text.ini",7,12,5112020,
33,"Unugun"," ","text.ini",7,12,5112036,
34,"Bulner"," ","text.ini",7,12,5112052,
35,"Looter"," ","text.ini",7,12,5112060,
36,"Dinvel"," ","text.ini",7,12,5112084,
37,"Dynick"," ","text.ini",7,12,5112120,
38,"Genoid"," ","text.ini",7,12,5112212,
39,"Xomack"," ","text.ini",7,12,5112220,
40,"Vilvan"," ","text.ini",7,12,5112228,
41,"Twarth"," ","text.ini",7,12,5112296,
42,"Talwar"," ","text.ini",7,12,5121484,
43,"Reflex"," ","text.ini",7,12,5121624,
44,"Hammer"," ","text.ini",7,12,5122056,
45,"Mirror"," ","text.ini",7,12,5122064,
46,"  HARD"," ","text.ini",7,12,5124328,
47,"  EASY"," ","text.ini",7,12,5124348,
48,"Plains"," ","text.ini",7,12,5124792,
49,"Shrine"," ","text.ini",7,12,5124876,
50,"Golden"," ","text.ini",7,12,5128376,
51,"Custom"," ","text.ini",7,12,5128520,
52,"NORMAL"," ","text.ini",7,12,5129632,
53,"Cancel"," ","text.ini",7,12,5129708,
54,"OPTION"," ","text.ini",7,12,5129716,
55,"Tuesday"," ","text.ini",8,12,5055964,
56,"January"," ","text.ini",8,12,5056064,
57,"October"," ","text.ini",8,12,5056136,
58,"Stephan"," ","text.ini",8,12,5094408,
59,"Rebecca"," ","text.ini",8,12,5094520,
60,"Cornell"," ","text.ini",8,12,5094656,
61,"Garreck"," ","text.ini",8,12,5094728,
62,"Ricardo"," ","text.ini",8,12,5094736,
63,"Tabitha"," ","text.ini",8,12,5094900,
64,"Rosetty"," ","text.ini",8,12,5094932,
65,"Pikkard"," ","text.ini",8,12,5112004,
66,"Curloid"," ","text.ini",8,12,5112012,
67,"Rheboll"," ","text.ini",8,12,5112028,
68,"Rescoyd"," ","text.ini",8,12,5112068,
69,"Nubbrow"," ","text.ini",8,12,5112092,
70,"Lemendy"," ","text.ini",8,12,5112156,
71,"Brayzal"," ","text.ini",8,12,5112164,
72,"Jestona"," ","text.ini",8,12,5112184,
73,"Normous"," ","text.ini",8,12,5112204,
74,"Irebolg"," ","text.ini",8,12,5112248,
75,"Molfess"," ","text.ini",8,12,5112256,
76,"Selnarg"," ","text.ini",8,12,5112276,
77,"Monocle"," ","text.ini",8,12,5121968,
78,"Display"," ","text.ini",8,12,5128092,
79,"Artwork"," ","text.ini",8,12,5128160,
80,"Compact"," ","text.ini",8,12,5128424,
81,"Torrance"," ","text.ini",9,12,5094508,
82,"Archelle"," ","text.ini",9,12,5094636,
83,"Haystack"," ","text.ini",9,12,5094680,
84,"Theodore"," ","text.ini",9,12,5094836,
85,"Othcross"," ","text.ini",9,12,5112108,
86,"Accumate"," ","text.ini",9,12,5112192,
87,"Kelmarel"," ","text.ini",9,12,5112264,
88,"Chryolos"," ","text.ini",9,12,5112284,
89,"Euchreas"," ","text.ini",9,12,5112304,
90,"Bordisch"," ","text.ini",9,12,5112316,
91,"Jenocres"," ","text.ini",9,12,5112328,
92,"Pictimos"," ","text.ini",9,12,5112364,
93,"Darm Key"," ","text.ini",9,12,5121880,
94,"Necklace"," ","text.ini",9,12,5122012,
95,"  NORMAL"," ","text.ini",9,12,5124336,
96,"Ramparts"," ","text.ini",9,12,5124436,
97,"Movement"," ","text.ini",9,12,5128148,
98,"Complete"," ","text.ini",9,12,5128288,
99,"Bilinear"," ","text.ini",9,12,5128300,
100,"Standard"," ","text.ini",9,12,5128340,
101,"BGM Type"," ","text.ini",9,12,5128436,
102,"Menu Bar"," ","text.ini",9,12,5128568,
103,"NEW GAME"," ","text.ini",9,12,5129696,
104,"Level up!"," ","text.ini",10,12,5090780,
105,"Charlotte"," ","text.ini",10,12,5095008,
106,"Chelasken"," ","text.ini",10,12,5112144,
107,"Riffligan"," ","text.ini",10,12,5112172,
108,"Wilewarer"," ","text.ini",10,12,5112236,
109,"Nygtilger"," ","text.ini",10,12,5112340,
110,"Vagullion"," ","text.ini",10,12,5112352,
111,"Dark Fact"," ","text.ini",10,12,5112404,
112,"Heal Ring"," ","text.ini",10,12,5121700,
113,"Evil Ring"," ","text.ini",10,12,5121712,
114,"Ivory Key"," ","text.ini",10,12,5121856,
115,"Shrine B1"," ","text.ini",10,12,5124884,
116,"Shrine B2"," ","text.ini",10,12,5124896,
117,"Shrine B3"," ","text.ini",10,12,5124908,
118,"Lakeshore"," ","text.ini",10,12,5125512,
119,"Quit Game"," ","text.ini",10,12,5128136,
120,"Filtering"," ","text.ini",10,12,5128200,
121,"Trilinear"," ","text.ini",10,12,5128328,
122,"NIGHTMARE"," ","text.ini",10,12,5129676,
123,"Nurse Ayla","护士艾拉","text2.ini",11,12,5094388,
124,"Miner Doug"," ","text.ini",11,12,5094752,
125,"Nurse Lisa"," ","text.ini",11,12,5094824,
126,"Khonsclard"," ","text.ini",11,12,5112376,
127,"Long Sword"," ","text.ini",11,12,5121472,
128,"Chain Mail"," ","text.ini",11,12,5121600,
129,"Plate Mail"," ","text.ini",11,12,5121612,
130,"Power Ring"," ","text.ini",11,12,5121664,
131,"Timer Ring"," ","text.ini",11,12,5121688,
132,"Prison Key"," ","text.ini",11,12,5121832,
133,"Shrine Key"," ","text.ini",11,12,5121844,
134,"Marble Key"," ","text.ini",11,12,5121868,
135,"Pim's Pawn"," ","text.ini",11,12,5124532,
136,"Militia HQ"," ","text.ini",11,12,5124764,
137,"Sky Bridge"," ","text.ini",11,12,5125436,
138,"Frame Type"," ","text.ini",11,12,5128232,
139,"Chronicles"," ","text.ini",11,12,5128276,
140,"No Display"," ","text.ini",11,12,5128412,
141,"Directions"," ","text.ini",11,12,5128596,
142,"360 Degree"," ","text.ini",11,12,5128676,
143,"Bump Master"," ","text.ini",12,12,5070572,
144,"Boss Bangoa"," ","text.ini",12,12,5094700,
145,"Granny Edda"," ","text.ini",12,12,5095076,
146,"Granny Soya"," ","text.ini",12,12,5095192,
147,"Short Sword"," ","text.ini",12,12,5121460,
148,"Flame Sword"," ","text.ini",12,12,5121508,
149,"Shield Ring"," ","text.ini",12,12,5121676,
150,"Volume Mesa"," ","text.ini",12,12,5121772,
151,"Volume Fact"," ","text.ini",12,12,5121800,
152,"Silver Bell"," ","text.ini",12,12,5121924,
153,"Blue Amulet"," ","text.ini",12,12,5121976,
154,"Golden Vase"," ","text.ini",12,12,5122024,
155,"Heal Potion"," ","text.ini",12,12,5122036,
156,"  NIGHTMARE"," ","text.ini",12,12,5124356,
157,"Minea Byway"," ","text.ini",12,12,5124800,
158,"Mine Depths"," ","text.ini",12,12,5125052,
159,"EXP Display"," ","text.ini",12,12,5128188,
160,"TIME ATTACK"," ","text.ini",12,12,5129724,
161,"Into the Sky"," ","text.ini",13,12,5070556,
162,"Doctor Bludo","布鲁多医生","text2.ini",13,12,5094372,
163,"Granny Daria"," ","text.ini",13,12,5094588,
164,"Doctor Klaus"," ","text.ini",13,12,5094808,
165,"Old Man Mash"," ","text.ini",13,12,5094856,
166,"Mayor Marcel"," ","text.ini",13,12,5094908,
167,"Mayor Robels"," ","text.ini",13,12,5095044,
168,"Granny Lucia"," ","text.ini",13,12,5095168,
169,"Granny Tohbe"," ","text.ini",13,12,5095204,
170,"Silver Sword"," ","text.ini",13,12,5121492,
171,"Small Shield"," ","text.ini",13,12,5121520,
172,"Large Shield"," ","text.ini",13,12,5121552,
173,"Silver Armor"," ","text.ini",13,12,5121632,
174,"Battle Armor"," ","text.ini",13,12,5121648,
175,"Volume Hadal"," ","text.ini",13,12,5121724,
176,"Volume Tovah"," ","text.ini",13,12,5121740,
177,"Volume Gemma"," ","text.ini",13,12,5121784,
178,"Mask of Eyes"," ","text.ini",13,12,5122072,
179,"Dios' Armory"," ","text.ini",13,12,5124516,
180,"Buck's House"," ","text.ini",13,12,5124544,
181,"Barbado Port"," ","text.ini",13,12,5124648,
182,"Gerald's Pub"," ","text.ini",13,12,5124680,
183,"Warehouse 2F"," ","text.ini",13,12,5124776,
184,"Jeba's House"," ","text.ini",13,12,5124828,
185,"Luta's House"," ","text.ini",13,12,5124844,
186,"Edda's House"," ","text.ini",13,12,5124860,
187,"Thieves' Den"," ","text.ini",13,12,5124936,
188,"Mining Pit 1"," ","text.ini",13,12,5125020,
189,"Mining Pit 2"," ","text.ini",13,12,5125036,
190,"Adol Visible"," ","text.ini",13,12,5128384,
191,"Old Man Franz"," ","text.ini",14,12,5094772,
192,"Old Man Betel"," ","text.ini",14,12,5094948,
193,"Old Man Lahan"," ","text.ini",14,12,5095104,
194,"Old Man Pablo"," ","text.ini",14,12,5095152,
195,"Old Man Corvo"," ","text.ini",14,12,5095220,
196,"Middle Shield"," ","text.ini",14,12,5121536,
197,"Silver Shield"," ","text.ini",14,12,5121568,
198,"Battle Shield"," ","text.ini",14,12,5121584,
199,"Volume Dabbie"," ","text.ini",14,12,5121756,
200,"Sapphire Ring"," ","text.ini",14,12,5121996,
201,"Blue Necklace"," ","text.ini",14,12,5122088,
202,"Town of Minea"," ","text.ini",14,12,5124420,
203,"Klaus' Clinic"," ","text.ini",14,12,5124464,
204,"Betel's House"," ","text.ini",14,12,5124592,
205,"Mason's House"," ","text.ini",14,12,5124696,
206,"Daria's House"," ","text.ini",14,12,5124728,
207,"Zepik Village"," ","text.ini",14,12,5124812,
208,"Mountain Path"," ","text.ini",14,12,5124920,
209,"Darm Tower 2F"," ","text.ini",14,12,5125064,
210,"Darm Tower 3F"," ","text.ini",14,12,5125080,
211,"Darm Tower 4F"," ","text.ini",14,12,5125096,
212,"Darm Tower 5F"," ","text.ini",14,12,5125112,
213,"Darm Tower 6F"," ","text.ini",14,12,5125128,
214,"Darm Tower 7F"," ","text.ini",14,12,5125144,
215,"Darm Tower 8F"," ","text.ini",14,12,5125160,
216,"Darm Tower 9F"," ","text.ini",14,12,5125176,
217,"Darm Tower 1F"," ","text.ini",14,12,5125404,
218,"Spiral Stairs"," ","text.ini",14,12,5125480,
